,Unnamed: 0,id,message_body,Category,Sub-Category
1236,1556,278815,427972 is your verification code for Parkquility. 7LqdvW+ZBd6,Verification,NOMATCH
1237,1557,278820,520199 is your verification code. YZirgD6HOb0,Verification,NOMATCH
1238,1558,279172,561117 is your verification code. YZirgD6HOb0,Verification,NOMATCH
1239,1559,279176,092327 is your verification code. YZirgD6HOb0,Verification,NOMATCH
1240,1560,279243,Salí a comer y otro carro se puso en mi lugar,Inquiry,NOMATCH
1241,1563,279375,Paso por mi carro después de las 5,Inquiry,NOMATCH
1242,1565,279508,Ya salgo sorry,Apology,NOMATCH
1243,1566,279668,I'm in spot 39. I entered the wrong plate #. It should be shx 2438.,Inquiry,Update
1244,1568,280034,What time are you closing?,Inquiry,Location
1245,1569,280041,Overnight,Inquiry,Location
1246,1570,280108,I'm coming!,Inquiry,NOMATCH
1247,1571,280146,"It's Adrienne, with the silver Lexus, I would like my car now, please ",Request,Update
1248,1572,280275,"Hi I need parking two cars, HXAG88 and HNGL29",Inquiry,Location
1249,1573,280284,I paid for one but app is not letting me pay for the other,Inquiry,Payment
1250,1574,280427,And I just texted the number and it sends me a link back to the app,Error,Update
1251,1575,280435,Every time I click on the QR code it takes me back to the app,Error,Issue
1252,1576,280560,Hi I paid for both!,Inquiry,Payment
1253,1577,280571,And theyre both gone now anyways,Inquiry,Issue
1254,1578,280598,Coming,Location,NOMATCH
1255,1581,281039,I'm coming !!!,Location,NOMATCH
1256,1582,281116,1140nw16st Miami 33136,Location,Location
1257,1583,281324,Hello  I will need my car. Thank you.,Request,Reservation
1258,1584,281486,Please bring the car around.  The link would not open.  I will pay cash.,Inquiry,Issue
1259,1585,281493,White Jaguar F- Pace.,Location,Location
1260,1586,281745,Coming now,Location,NOMATCH
1261,1590,282281,In 30 min,Location,NOMATCH
1262,1591,282500,Ya me puede traer el carro,Inquiry,NOMATCH
1263,1592,282817,I am coming on the elevator,Location,NOMATCH
1264,1593,282999,Spot 55*,Location,Location
1265,1594,283178,"Hi!  I'd like to request my car, please",Request,Reservation
1266,1597,283789,We're coming down now sir,Location,Reservation
1267,1598,283821,"Hola, perdoNOMATCH he tenido un problema y no podia recuperarlo... ",Inquiry,NOMATCH
1268,1599,283823,Me lo podéis traer ahora porfavor,Inquiry,NOMATCH
1269,1601,284618,Can you get my car please,Request,Issue
1270,1602,284701,GrXiss,Error,NOMATCH
1271,1603,284727,Uhmmmm wrong number,Error,NOMATCH
1272,1604,284941,Ósea a las 12 pm,Time,NOMATCH
1273,1606,285012,The correct one is AM17EU,Location,NOMATCH
1274,1607,285019,Hi I entered the wrong tag number,Error,Update
1275,1609,285727,Don't need the car now...,Inquiry,NOMATCH
1276,1610,285764,I'm still at my appt,Location,NOMATCH
1277,1611,285767,Do I have to pay extra?,Inquiry,Payment
1278,1612,285816,Bring the car please,Request,NOMATCH
1279,1613,285834,Yo no lo pedí todavía,Complaint,NOMATCH
1280,1614,285864,I in may way,Error,NOMATCH
1281,1615,285878,Estoy a 10min,Location,NOMATCH
1282,1616,285896,We are ready,Confirmation,NOMATCH
1283,1617,285907,Hi. How can I get my keys?,Request,Issue
1284,1618,285999,Once again my ap is not working,Issue,Issue
1285,1619,286357,I put the wrong license plate,Error,Update
1286,1620,286414,Ferrari Portofino 2939848263,Vehicle,NOMATCH
1287,1621,286784,Paying cash,Payment,Payment
1288,1622,286803,Im playing,Miscellaneous,NOMATCH
1289,1623,286809,Im on stage now,Location,NOMATCH
1290,1624,286814,Can you give for the valet here?,Inquiry,Payment
1291,1625,286818,I will be there in 5 minutes,Location,Reservation
1292,1626,286820,Yes please,Request,NOMATCH
1293,1627,286825,Only when the party finished,Inquiry,NOMATCH
1294,1628,286829,I'm working,Inquiry,NOMATCH
1295,1629,286840,Hey ! The wedding isn't over,Inquiry,NOMATCH
1296,1630,286841,If I need to come get the keys I will,Inquiry,Update
1297,1631,286930,“1261”,Inquiry,NOMATCH
1298,1632,288015,Estoy en camino gracias,Location,NOMATCH
1299,1633,288064,I have a quick question,Inquiry,NOMATCH
1300,1634,288307,Hola ya puedo recoger mi auto ?,Inquiry,NOMATCH
1301,1636,288488,I'm leaving now,Notification,NOMATCH
1302,1639,288689,Until what time is open the parking?,Inquiry,Location
1303,1640,289105,"I'm concerned about my charge. It said $32.00 for 12hrs, but I only needed 1hr and it allowed me to adjust the time frame.. but I was still charged $32.00. Why offer the time difference if it's the same price? Did I get overcharged because $32.00/hr sounds incredibly high. ",Complaint,Payment
1304,1641,289283,Bajando,Location,NOMATCH
1305,1644,289510,The person in the office came out and yelled at me when I had to move from space 27.. I ran over the curb but did not touch the tree or bush.. FYI you all contacted them,Complaint,Issue
1306,1645,289861,Can I have my car please,Request,Reservation
1307,1646,290057,"Hi! I left a bottle of wine in the back seat...are you able To bring it, please?",Inquiry,Issue
1308,1647,290866,"Hi! This a mistake. I paid the parking and I still got a ticket, invoice #11838. The ticket was for 6:04pm but I was good until 6:30pm as seen in the receipt below. ",Complaint,Issue
1309,1648,290873,Please respond,Inquiry,NOMATCH
1310,1649,291008,My car,Location,NOMATCH
1311,1650,291025,We are not ready,Status,NOMATCH
1312,1651,291029,I just paid in advance,Inquiry,Payment
1313,1652,291080,There are no spot numbers,Error,Location
1314,1653,291180,Can I pick it up tomorrow ? Same price ? they told me I could when I left it,Inquiry,Reservation
1315,1654,291205,Bring my car please.,Request,NOMATCH
1316,1655,291207,Can you please call me,Inquiry,NOMATCH
1317,1656,291222,Am on maay esy,Error,NOMATCH
1318,1659,291456,How can I add time,Inquiry,Extension
1319,1660,291653,I emailed you too,Inquiry,NOMATCH
1320,1661,291662,Please! Thank you so much,Gratitude,NOMATCH
1321,1662,291847,Any resolution,Inquiry,NOMATCH
1322,1667,292190,Be there in2,Inquiry,NOMATCH
1323,1668,292283,"Hello, did you look into the ticket that was given to me incorrectly?",Inquiry,Issue
1324,1669,292305,Hi can I leave and come back to my spot?,Inquiry,Extension
1325,1670,292320,We moved to 08 because someone parked in our space,Complaint,Issue
1326,1672,292684,Can I just leave once I'm done?,Inquiry,Issue
1327,1673,292689,I'm leaving before my scheduled time,Complaint,Cancellation
1328,1674,292787,We will be there in 15 min,Arrival,Reservation
1329,1675,292792,I'm at Krus Kitchen,Location,Location
1330,1676,292797,Can you bring keys here?,Request,NOMATCH
1331,1677,293057,Wrong person and don't live in Florida,Complaint,NOMATCH
1332,1678,293250,Thank you so much. I tried to park there again today and it said I couldn't. Can you please make sure my account is up to date. Because it also said that if I get one more ticket I would be towed. I don't want that to happen. I park there often because I go to yoga there. Can you make sure this false violation does not have any pending affects on my account? I also notice that you scale the tickets and the price goes higher and higher each ticket you get. I don't want this false ticket to have any lingering affects that could peNOMATCHlize me. Thank you for your help.,Inquiry,Update
1333,1680,293326,Testing the app out,Inquiry,NOMATCH
1334,1681,293352,Ya en Camino para allá,Location,NOMATCH
1335,1682,293868,Podrá enviarme la ubicación para llegar al parking porque he camiNOMATCHdo mucho y no se donde está,Inquiry,Location
1336,1683,293909,"Si, perdon. 🙏 Ya se lo mande. She will pay it in a few moments.",Inquiry,NOMATCH
1337,1684,294024,Le puedo pagar y usted me deja la llave con la persoNOMATCH que da los pases en el loby?  Es que no hay más NOMATCHdie aquí y no lo puedo dejar solo.,Inquiry,NOMATCH
1338,1685,294042,Ya lo hice y le puse $5 de típ.  No lo recibiste?,Inquiry,NOMATCH
1339,1687,294456,"Manejan., no puedo escrib.  Sent from JEY",Error,NOMATCH
1340,1688,294488,Estoy conduciendo  - Sent from My Car,Location,NOMATCH
1341,1689,294580,Can u bring my car please  Nissan Armada,Request,Issue
1342,1691,294651,ya voy,Error,NOMATCH
1343,1693,295489,Puedo coger la llave ?,Inquiry,NOMATCH
1344,1694,295494,Todavía mi familia está en recovery,Complaint,NOMATCH
1345,1695,295555,Hi I am at botánica gin in coco walk.,Location,Location
1346,1696,295656,I'm leaving the movie no e,Location,NOMATCH
1347,1698,295683,Please call me.,Request,NOMATCH
1348,1699,295899,What happens in the case if another vehicle is parked in your reserved space?,Inquiry,Reservation
1349,1701,296261,Hi I don't speak Spanish,Inquiry,NOMATCH
1350,1702,296270,I am here,Location,NOMATCH
1351,1703,296273,Downstairs,Location,Location
1352,1704,296315,I cannot sleep over?,Inquiry,NOMATCH
1353,1705,296319,Until tomorrow,Inquiry,NOMATCH
1354,1706,296585,I will be there,Inquiry,NOMATCH
1355,1708,296873,do you can't read the number of the spot but i did put the correct license plate,Inquiry,Issue
1356,1709,296881,you can't read the numbers in the slots next to me either,Inquiry,Issue
1357,1711,297055,Please bring car,Request,NOMATCH
1358,1712,297246,super nice shooting with you. have a great evening.,Miscellaneous,NOMATCH
1359,1713,297250,wrong text,Error,NOMATCH
1360,1714,297386,Will be down in about 15 to 20 mins,Inquiry,Update
1361,1715,297408,We're coming down,Location,Reservation
1362,1717,297472,Hello what time can I park. There,Inquiry,Location
1363,1718,297477,Pagando cuenta,Inquiry,NOMATCH
1364,1719,297524,Estoy saliendo,Inquiry,NOMATCH
1365,1720,297528,Please bring car number C-31661-A18,Request,Location
1366,1721,297532,Mercedes Benz SUV 300. Color Black,Inquiry,Location
1367,1722,297833,I'm not there,Inquiry,NOMATCH
1368,1723,298055,Hi can you hold my car more than the next 10 mins,Request,Extension
1369,1724,298155,Is the car ready?,Inquiry,NOMATCH
1370,1725,298345,Highway robbery 21.50 for one hour,Complaint,Payment
1371,1727,298546,I need the car,Inquiry,Reservation
1372,1728,298584,Sq by v huh,Inquiry,NOMATCH
1373,1729,298626,Can I come and go from the stop during the day?,Inquiry,Location
1374,1730,298793,I'm leaving the car in valet overnight,Inquiry,Update
1375,1731,298811,En camino,Location,NOMATCH
1376,1733,298873,Por favor sacar el carro elantra gris,Inquiry,NOMATCH
1377,1734,298966,Todavía no me traigan el carro,Complaint,NOMATCH
1378,1736,299493,What time can I pick up tomorrow?,Inquiry,Reservation
1379,1737,300085,I plan to be there at 9 pm,Inquiry,Reservation
1380,1738,300651,I paid will you leave my keys in the car?,Inquiry,Payment
1381,1739,300682,The spot numbers are hard to read. I think I'm in 18 or 28.,Inquiry,Location
1382,1741,300847,Requesting now,Inquiry,NOMATCH
1383,1743,300886,Good morning.  Could you please bring the car  Thank you,Request,Reservation
1384,1746,301773,Hola si vamos por ahi. Gracias,Inquiry,NOMATCH
1385,1748,302259,Outside,Location,Location
1386,1749,302325,Never been there,Inquiry,Location
1387,1750,302336,12  90 de 1 1/2   4 45 de 1 1/2   20  Ft de 1 1/2 pvc   5  90 de dos pulgadas de cobre    10 ft de 2 pulgadas,Translation,NOMATCH
1388,1753,302817,Can you please pull de car up then ! Thanks,Request,Issue
1389,1754,302830,"You can bring the car, I am coming ",Location,Update
1390,1755,302911,Hi how can I extend the parking session,Inquiry,Extension
1391,1757,303252,Bring the car,Request,Issue
1392,1758,303406,Pls..bring my car Thank you!,Request,Reservation
1393,1759,304077,A la as 8?,Inquiry,NOMATCH
1394,1760,304529,Hola cuando piensas en venir para ver si empiezo a pagar para el carro,Inquiry,NOMATCH
1395,1761,304536,We leaving the spot now.,Update,Cancellation
1396,1764,304950,Si ya está parcuado déjalo yo lo en ciedo,Inquiry,NOMATCH
1397,1766,305779,Ready to go,Location,NOMATCH
1398,1767,305879,I'm driving my other truck so the license plate is wrong,Inquiry,Update
1399,1769,306094,I'm trying to pay now it's not working,Issue,Payment
1400,1771,306152,Be right there,Update,NOMATCH
1401,1772,306612,Por babor deseo retirar mi vehículo,Inquiry,NOMATCH
1402,1773,306902,"SMS messaging unconfigured, please call the number instead.",Error,NOMATCH
1403,1774,307095,Can I pick it up after?,Inquiry,Receipt
1404,1775,307253,PGB7892,Inquiry,NOMATCH
1405,1777,307482,I need the car now please,Inquiry,Update
1406,1778,307709,You text the wrong number,Error,NOMATCH
1407,1779,307733,Please bring car now,Request,Issue
1408,1780,307846,Can I extend my allotted time,Inquiry,Extension
1409,1782,308073,Voy para allá!,Inquiry,NOMATCH
1410,1784,308087,Im here,Location,NOMATCH
1411,1785,308099,Already on the wayy,Location,NOMATCH
1412,1786,308134,I'm coming,Inquiry,NOMATCH
1413,1788,308526,Please pick up my car,Request,Issue
1414,1789,308682,Can I leave  my car parked until 10pm,Inquiry,Extension
1415,1790,308694,Please update my parking time,Inquiry,Update
1416,1791,308757,Which is the app to update??,Inquiry,Update
1417,1793,308885,Recivido,Inquiry,NOMATCH
1418,1794,309056,Send car,Request,NOMATCH
1419,1795,309078,Ya celular aquiiiii TraNOMATCHuiloooo,Error,NOMATCH
1420,1796,309082,Graciasss MIL,Location,NOMATCH
1421,1798,309193,Someone parked in Spot No. 22 so I have temporarily parked in Spot No 49,Inquiry,Location
1422,1799,309230,Hola me voy ahora de la oficiNOMATCH todavia estas downstairs o estas viniendo para arriba?,Inquiry,NOMATCH
1423,1800,309720,I picked up my car hours ago,Status,Update
1424,1801,309952,ya estoy yendo,Inquiry,NOMATCH
1425,1802,309957,por mi carro,Inquiry,NOMATCH
1426,1803,310596,I will be there by 8,Inquiry,Reservation
1427,1804,310604,"Hi , where exactly is Garcia's seafood grille and fish market? ",Inquiry,Location
1428,1805,311039,Mil gracias. Se lo agradezco mucho.,Gratitude,NOMATCH
1429,1808,311658,I received fine for no payment,Inquiry,Payment
1430,1809,311758,312BROADWAY,Location,Location
1431,1811,311897,Someone is parking at my spot,Inquiry,Issue
1432,1812,311992,Is car ready?,Inquiry,Issue
1433,1813,312055,I need to add more time how do I do that,Inquiry,Extension
1434,1814,312351,$20 uNOMATCH hora?!,Inquiry,Payment
1435,1815,312470,Ñ           জজজজ,Garbage,NOMATCH
1436,1817,312485,Holaaaa,Miscellaneous,NOMATCH
1437,1818,312622,Walking,Location,NOMATCH
1438,1819,312627,Will be there in a few,Arrival,NOMATCH
1439,1822,312860,Ijfncnc,Error,NOMATCH
1440,1823,312930,That was yesterday,Inquiry,NOMATCH
1441,1824,313178,Not me,Decline,NOMATCH
1442,1825,313350,Is car on the way,Update,NOMATCH
1443,1826,313511,Requesting car please,Inquiry,Reservation
1444,1828,313711,Extend parking,Inquiry,Extension
1445,1829,313715,Help extending parking,Inquiry,Extension
1446,1832,314507,I want pay,Inquiry,Payment
1447,1834,314677,Request car please!,Request,NOMATCH
1448,1836,314986,"Hello, I checked out like 7 minutes after I was there. Will I be able to get refunded? ",Inquiry,Refund
1449,1837,315068,https://www.zillow.com/homedetails/62345-62377-Pine-Meadow-Rd-Amite-LA-70422/2059278625_zpid/,Error,NOMATCH
1450,1838,315294,I can't get this to work!,Error,Issue
1451,1841,316369,Hello I will be picking up my car at 9:15  would you please bring it to Centro's front door C-39138-A6,Request,Reservation
1452,1842,317123,I'm coming!!,Notification,NOMATCH
1453,1843,318059,On my way,Location,NOMATCH
1454,1844,318263,I was there only for 30 minutes from 8 to 8:30pm but I couldn't pay at that time I had trouble with the internet.,Inquiry,Payment
1455,1845,318412,Location id 145,Location,Location
1456,1846,319115,Coming,Location,NOMATCH
1457,1847,319124,Ya estoy bajando,Location,NOMATCH
1458,1848,319590,We'll be there soon,Update,Reservation
1459,1849,319596,"Good evening, pardon the question but I was wondering if by any chance I can pick up my car 15 minutes later. UnfortuNOMATCHtely I'm in the theater with my nephew watching the little mermaid and it ends at 12:15 ? ",Inquiry,Update
1460,1850,320478,Picking up the car shortly,Location,NOMATCH
1461,1851,320572,I'll be there,Location,NOMATCH
1462,1852,320994,Please bring my car. Thank you.,Request,Update
1463,1853,321652,Questioned “You have checked back in at 1060 BRICKELL. You can…”,Inquiry,Reservation
1464,1854,321932,Hi last week I got a ticket for not paying for parking I had the app and have multiple license plates on there and the app resorted to the first one and not the second one I changed it after the ticket but is there a way to chop this up to app error or am I stuck paying for parking and the fine ?,Complaint,Issue
1465,1855,322312,Pay for Parking,Payment,Payment
1466,1856,322481,parking ended,Closure,Issue
1467,1857,322880,Left at 10am,Inquiry,Location
1468,1858,322955,Leaving now,Location,Cancellation
1469,1859,323165,Cancel request,Cancellation,Cancellation
1470,1860,323200,I'm heading out,Inquiry,NOMATCH
1471,1861,323728,I just received a parking notice for this,Notice,NOMATCH
1472,1862,323736,And a $50 fine,Complaint,Payment
1473,1863,323967,Extend my time,Inquiry,Extension
1474,1864,323988,"Hello. Yes. I parked at 12:02, paid for parking for 12 hours. Then I guess at 12:59 I received the parking fine. Saw it at 3:42 when I got back to my car",Complaint,Receipt
1475,1865,324089,Hola necesito las llaves,Request,NOMATCH
1476,1867,324840,How late can I pick up my car?,Inquiry,Receipt
1477,1868,324863,Ya vamos,Spanish,NOMATCH
1478,1869,325464,"Wait, still on doctor. ",Inquiry,NOMATCH
1479,1870,325468,"Liked “Hi, this is Parkquility. Prestige Miami  welcomes …”",Notification,NOMATCH
1480,1871,325627,I left spot No. 22 at 11:20 am but forgot to check-out of parking as instructed. What happens next?,Inquiry,Cancellation
1481,1872,325629,Checked out. No need for help.,Confirmation,Reservation
1482,1875,326000,¿Quieres que venga a buscar el auto ahora?  o 20:00?,Inquiry,NOMATCH
1483,1877,326468,Where can I meet you?,Inquiry,NOMATCH
1484,1878,326480,Are you there?,Inquiry,NOMATCH
1485,1879,326555,"Hello, can I request it now for pickup? ",Inquiry,Receipt
1486,1880,326603,Wrong license plate,Error,Issue
1487,1881,327581,Hi I will be returning in about 20 minutes .  I didn't know know you guys close I will be there,Inquiry,Reservation
1488,1882,327587,Please let me know if it is possible to pay and pick up the keys,Inquiry,Payment
1489,1883,327593,The guy told me you guys could leave in the streets,Inquiry,Location
1490,1884,327639,i can't right now,Inquiry,NOMATCH
1491,1885,327643,i was paying because i thought i needed to pay before,Inquiry,Payment
1492,1886,327913,"I need a refund, I did not end up using your parking lot ",Refund,Refund
1493,1887,328004,I wasn't even there more than 5 mins are you serious?,Complaint,Issue
1494,1888,328013,I paid 26 dollars for my car to be in y'all's parking lot for 5 mins...?,Complaint,Payment
1495,1889,328131,No it does not.,Denial,NOMATCH
1496,1891,328262,I am already speaking to one of yours associates through email. No worries I'll be reporting this to the Better Business Bureau and making sure people are aware of the way that y'all decide to run your parking lots. This is a scam.,Complaint,Issue
1497,1892,328268,I was only in that parking lot for about five minutes and the only reason I was in the parking lot was because I was trying to figure out how to cancel my purchase only seconds after it going through.  I should most definitely not have to pay you guys $26 for a parking spot that I didn't even use,Complaint,Issue
1498,1893,329264,Can i extend my parking,Inquiry,Extension
1499,1894,329315,Hello.  Until what time is valet open?,Inquiry,Location
1500,1897,329581,No need for parking space number anymore?,Inquiry,Update
1501,1898,329679,Hi. I forgot to input my spot number. It is spot #40,Inquiry,Location
1502,1899,329732,"Perdón me equivoqué, todavía no necesito el carro, gracias",Cancellation,NOMATCH
1503,1901,329808,I'm not ready yet,Inquiry,NOMATCH
1504,1902,329815,I need more time please,Inquiry,Extension
1505,1903,329902,What??,Confusion,NOMATCH
1506,1904,330217,I am sending Jerome to come get keys,Inquiry,Update
1507,1905,330339,Extand,Error,NOMATCH
1508,1906,330392,I moved my car. Couldn't figure pit,Inquiry,NOMATCH
1509,1907,330401,Couldn't figure out*,Error,NOMATCH
1510,1909,330431,Will be there shortly,Arrival,Update
1511,1910,330725,I need a recipe,Miscellaneous,NOMATCH
1512,1911,330745,Whose this?,Inquiry,NOMATCH
1513,1912,330967,I'm parked on 52,Location,Location
1514,1913,331037,im ready,Inquiry,NOMATCH
1515,1914,331242,Hola. Ya quisiera mi carro por favor.,Inquiry,NOMATCH
1516,1915,331364,Hi yo pick up the car pls!,Request,NOMATCH
1517,1916,331369,Pay in cash,Payment,Payment
1518,1917,331396,Please I need my car 🚗 thanks,Request,Reservation
1519,1918,331485,I'll be there in 15 minutes,Update,NOMATCH
1520,1919,331493,Do de recoup el carro,Error,NOMATCH
1521,1920,331499,Can my car stay overnight? Or must I come get it now?,Inquiry,Reservation
1522,1921,331504,What is the rate for staying overnight?,Inquiry,Payment
1523,1922,331510,Im on my way down now,Location,Update
1524,1923,331822,I did not reserve a spot,Inquiry,Cancellation
1525,1924,332097,"Manejan., no puedo escrib.  Sent from MY VERSA",Error,NOMATCH
1526,1925,332276,Esperandolo,Inquiry,NOMATCH
1527,1926,332281,Desde las 2 estoy,Location,NOMATCH
1528,1927,332307,Pick up the car,Inquiry,Issue
1529,1929,332381,Heading down now is vehicle at front,Location,Location
1530,1930,332632,Ya vamos bajando,Location,NOMATCH
1531,1931,333713,Yo me voy papa,Miscellaneous,NOMATCH
1532,1932,333733,Do you need the number?,Inquiry,Payment
1533,1933,333738,The parking space number,Inquiry,Location
1534,1934,333770,ya estoy bajando,Inquiry,NOMATCH
1535,1936,333789,They are moving my boyfriend to icu soon,Miscellaneous,NOMATCH
1536,1938,334153,Can I just leave it overnight,Inquiry,Cancellation
1537,1939,334160,Pick it up in the morning,Inquiry,NOMATCH
1538,1940,334233,We are paying,Inquiry,Payment
1539,1941,334379,Can this be used at multiple parking lots or just this specific one?,Inquiry,Location
1540,1943,335223,I'm on my way,Location,NOMATCH
1541,1944,335228,Ya estoy,Location,NOMATCH
1542,1945,335355,We are in spot 3,Location,Location
1543,1946,335434,Add time,Inquiry,NOMATCH
1544,1947,335607,Can you pull up to seaspice,Inquiry,Location
1545,1948,336049,Vía Parkquility,Error,NOMATCH
1546,1950,336089,Mommy way to pick up the keys,Inquiry,NOMATCH
1547,1951,336097,I see you in the same place ?,Inquiry,NOMATCH
1548,1952,336377,Spot #44,Location,Location
1549,1953,337431,Bring my car,Request,Issue
1550,1954,337600,Pick up the car,Request,NOMATCH
1551,1955,337721,No licens plate number,Error,Issue
1552,1956,338227,I need to add time,Inquiry,Extension
1553,1957,338331,What license plate did I enter,Inquiry,Update
1554,1958,338369,I did not receive a ticket,Inquiry,Issue
1555,1959,338377,Is my car good to be parked,Inquiry,Location
1556,1960,338384,And not get towed,Warning,Issue
1557,1961,338430,The reservation didn't give a spot number only the garage to enter starting at 11am,Inquiry,Reservation
1558,1962,338589,Run number,Inquiry,NOMATCH
1559,1964,339044,It didn't ask for license plate,Inquiry,Issue
1560,1966,339188,More time,Inquiry,Extension
1561,1967,339206,It say error code http 500,Error,NOMATCH
1562,1968,339743,"Hi, we have to head out sooner due to an emergency. We will be out out in 15 min",Inquiry,Reservation
1563,1969,339755,Plz bring my car. Thank u.,Request,Issue
1564,1970,339857,Can i please add  3 hrs,Inquiry,Extension
1565,1971,340116,It would be better if this text showed the amount so it could be used for reimbursement,Inquiry,Payment
1566,1972,340289,Please bring my car,Request,Issue
1567,1973,340717,Yes. I will be there in 30 minutes,Confirmation,NOMATCH
1568,1974,340727,Puede por favor tener mi auto listo? Estoy bajando,Inquiry,NOMATCH
1569,1976,340933,"Hi, I need the reservation for more than 2 hours how can I change it?",Inquiry,Reservation
1570,1977,340937,Need it for 10 hours,Inquiry,Reservation
1571,1978,340945,Extend time,Inquiry,Extension
1572,1979,341095,"Yes, is this Nelson? ",Inquiry,NOMATCH
1573,1980,341155,Can you send me where I parked?,Inquiry,Location
1574,1981,341212,Where am I parked,Inquiry,Location
1575,1982,341218,The address of my car,Location,Location
1576,1983,341392,Ok estamos agui para recoger el carro,Location,NOMATCH
1577,1984,341483,Can we leave the lot and then come back?,Inquiry,Location
1578,1985,341525,"If I leave and come back and another car has taken my spot, can I change the number I am parked in?",Inquiry,Issue
1579,1986,341647,Well that stinks.,Complaint,NOMATCH
1580,1987,341689,Can we cxl we aren't staying I'm not feeling well,Inquiry,Cancellation
1581,1988,341929,Do we let you know when we leave?,Inquiry,Reservation
1582,1989,341985,Add time,Inquiry,NOMATCH
1583,1992,342184,I'll be out in 15,Timing,NOMATCH
1584,1993,342222,What's the address I forgot to get it,Inquiry,Location
1585,1994,342250,Where do I collect them,Inquiry,Location
1586,1995,342382,add more time,Inquiry,Extension
1587,1996,342454,Hola Buen día; no estoy ahorita mas tarde paso; Gracias.,Inquiry,NOMATCH
1588,1998,342674,No estoy; al llegar paso por el Valet. Gracias,Inquiry,NOMATCH
1589,1999,342677,Si bueNOMATCHs tardes algún número para llamar?,Inquiry,NOMATCH
1590,2000,342798,"Sorry, not my this information.",Error,NOMATCH
1591,2002,342888,Ya estoy aqui,Location,NOMATCH
1592,2003,343293,If I need to extend time can I?,Inquiry,Extension
1593,2004,343498,We had to run to get a cashier check but since we are paid until 11:38 pm if the spot is open can we park there again?,Inquiry,Reservation
1594,2005,343574,What if someone took my spot,Inquiry,Issue
1595,2006,343586,Someone took my spot,Inquiry,Issue
1596,2009,343887,This number is currently uNOMATCHble to receive text messages.,Error,NOMATCH
1597,2010,343984,Can you send me the receipt please,Request,Receipt
1598,2011,344003,No I didn't enter my email. Your system kept kicking me out when I got to that portion and I needed to go to work. So can you please send me a copy of my receipt.,Request,Receipt
1599,2012,344051,Spot #45,Location,Location
1600,2013,344055,Can you please send the receipt.,Request,Receipt
1601,2014,344067,JZY1892,Inquiry,NOMATCH
1602,2015,344141,Ya voy,Location,NOMATCH
1603,2017,344319,What is your address,Inquiry,Location
1604,2018,344509,How can I extend my time,Inquiry,Extension
1605,2019,344530,My license plate is NLH3874,Identification,Location
1606,2020,344536,"Hi, I'm not sure which parking spot i'm in, I just put a random number so I can pay",Inquiry,Issue
1607,2021,344685,Check license plate,Inquiry,Location
1608,2022,344825,How do I add my plate?  I'm in space 10,Inquiry,Update
1609,2023,344983,"oka, voy, 5 min.",Inquiry,NOMATCH
1610,2024,345063,Coming out,Location,NOMATCH
1611,2025,345309,No spot numbers listed,Error,Location
1612,2026,345378,Please bring car back,Request,Issue
1613,2027,345500,What is the location?,Inquiry,Location
1614,2028,345625,Estoy en el baño. Disculpe,Miscellaneous,NOMATCH
1615,2029,345967,I will be there in 15 minutes,Location,NOMATCH
1616,2030,345988,coming now,Location,NOMATCH
1617,2031,346048,What street were we parked on?,Inquiry,Location
1618,2032,346449,How can I reach someone?,Inquiry,NOMATCH
1619,2033,346455,I did not want to tip $5.,Complaint,Payment
1620,2034,346791,How to I cancel my reservation,Inquiry,Cancellation
1621,2035,346798,How do I cancel my reservation,Inquiry,Cancellation
1622,2036,346867,Can I add more hours... 2 extra hours,Inquiry,Extension
1623,2037,346912,is it possible to extend my park permit for another half hour?,Inquiry,Extension
1624,2038,346933,Disculpe. Estoy bajando,Inquiry,NOMATCH
1625,2040,346964,Ya estoy en camino,Location,NOMATCH
1626,2042,347008,Voy bajando señor,Inquiry,NOMATCH
1627,2043,347012,Deme 2 min por favor,Request,NOMATCH
1628,2045,347179,For another 20 mins,Inquiry,Extension
1629,2046,347184,Hello can I cancel calling my car,Inquiry,Cancellation
1630,2047,347255,Need the link to page,Inquiry,NOMATCH
1631,2048,347296,It charges me,Inquiry,Payment
1632,2049,347315,Hi I paid am I good to go,Inquiry,Payment
1633,2050,347517,i'll be there in 20 sorry for the mistake,Apology,Update
1634,2051,347749,Do I need a receipt to put on dash?,Inquiry,Receipt
1635,2052,347808,How do I extend  my time?,Inquiry,Extension
1636,2054,348271,C-49067,Inquiry,NOMATCH
1637,2055,348407,Please pull car up,Instruction,NOMATCH
1638,2056,348456,Omg They said 12 !!!!,Inquiry,NOMATCH
1639,2057,348586,On my way,Location,NOMATCH
1640,2058,348632,I am back in my car,Location,NOMATCH
1641,2059,349080,"We are owners #1002, with parkink space.",Inquiry,Location
1642,2060,349149,Hey - just making sure I paid for the right lot. Houston and Jefferson?,Inquiry,Location
1643,2061,349179,PLM4088 i'm already there i will leave at 830 pm i already paid,Update,Update
1644,2062,349232,It's all good nevermind,Cancellation,NOMATCH
1645,2063,349461,Coming to get the car,Pickup,Reservation
1646,2064,349726,Add more time,Inquiry,Extension
1647,2065,349908,"Sorry,  something urgent came up and I need to leave.  Is there any way to get refunded?",Inquiry,Refund
1648,2066,350026,I have no idea what you're talking about,Confusion,NOMATCH
1649,2067,350031,Please call me,Request,NOMATCH
